energy_meta,penalty_meta,exceedance_meta
0.04824146,0.0,0.0
0.35674122,0.0,0.0
0.68454516,0.0,0.0
0.9286052,0.0,0.0
1.0710173,0.0,0.0
1.1415195,0.0,0.0
1.2041428,0.0,0.0
1.2053003,0.0,0.0
1.2078902,0.0,0.0
1.2122313,0.0,0.0
1.5165756,0.0,0.0
1.7971665,0.0,0.0
2.0540266,0.0,0.0
2.2943869,0.5,0.19259261458989485
2.5127046,1.0,0.2997825880725493
2.7191806,1.5,0.41462090546403374
2.7957354,1.5,0.41462090546403374
2.8723567,1.5,0.41462090546403374
2.9538722,1.5,0.41462090546403374
3.0299501,1.5,0.41462090546403374
3.140324,1.5,0.41462090546403374
3.2344184,1.5,0.41462090546403374
3.3436553,1.5,0.41462090546403374
3.3973708,1.5,0.41462090546403374
3.440112,1.5,0.41462090546403374
3.4802973,1.5,0.41462090546403374
3.5153723,1.5,0.41462090546403374
3.5472631,1.5,0.41462090546403374
3.5805442,1.5,0.41462090546403374
3.6136599,1.5,0.41462090546403374
3.648571,1.5,0.41462090546403374
3.6827161,1.5,0.41462090546403374
3.7142358,1.5,0.41462090546403374
3.7485616,1.5,0.41462090546403374
3.7839448,1.5,0.41462090546403374
3.8189232,1.5,0.41462090546403374
3.8266194,1.5,0.41462090546403374
3.837163,1.5,0.41462090546403374
3.8517108,1.5,0.41462090546403374
3.8706973,1.5,0.41462090546403374
3.8964887,1.5,0.41462090546403374
3.9308074,1.5,0.41462090546403374
3.9384384,1.5,0.41462090546403374
3.9423308,1.5,0.41462090546403374
3.9496357,1.5,0.41462090546403374
3.9544015,1.5,0.41462090546403374
3.9637208,1.5,0.41462090546403374
3.969897,1.5,0.41462090546403374
3.9808462,1.5,0.41462090546403374
3.996046,1.5,0.41462090546403374
4.012371,1.5,0.41462090546403374
4.028718,1.5,0.41462090546403374
4.046812,1.5,0.41462090546403374
4.066231,1.5,0.41462090546403374
4.0862417,1.5,0.41462090546403374
4.10673,1.5,0.41462090546403374
4.132945,1.5,0.41462090546403374
4.158328,1.5,0.41462090546403374
4.3208814,1.5,0.41462090546403374
4.46502,1.5,0.41462090546403374
4.601036,1.5,0.41462090546403374
4.7419662,1.5,0.41462090546403374
4.877903,1.5,0.41462090546403374
5.010017,1.5,0.41462090546403374
5.046628,1.5,0.41462090546403374
5.087013,1.5,0.41462090546403374
5.130026,1.5,0.41462090546403374
5.1728654,1.5,0.41462090546403374
5.216444,1.5,0.41462090546403374
5.2590313,1.5,0.41462090546403374
5.298029,1.5,0.41462090546403374
5.3308125,1.5,0.41462090546403374
5.356994,1.5,0.41462090546403374
5.360987,2.0,0.45384240876341764
5.362926,2.5,0.5154571061050497
5.363291,3.0,0.5784900126859256
5.4812484,3.5,0.6507518563059218
5.6444473,4.0,0.7097074155147371
5.9356394,4.5,0.7676895156460883
6.2104616,5.0,0.8055685914898305
6.4020686,5.5,0.8283571405710806
6.5572295,6.0,0.8456851543805488
6.6170664,6.5,0.8686529229973932
6.620136,7.0,0.8789389865262471
6.664624,7.0,0.8789389865262471
6.6987147,7.0,0.8789389865262471
6.7416763,7.0,0.8789389865262471
6.788403,7.0,0.8789389865262471
6.833961,7.0,0.8789389865262471
6.8835673,7.0,0.8789389865262471
6.9091845,7.0,0.8789389865262471
6.934393,7.0,0.8789389865262471
6.9669366,7.0,0.8789389865262471
7.000445,7.0,0.8789389865262471
7.0390077,7.0,0.8789389865262471
7.0778084,7.0,0.8789389865262471
7.396609,7.0,0.8789389865262471
7.423858,7.0,0.8789389865262471
7.449644,7.0,0.8789389865262471
7.474924,7.0,0.8789389865262471
7.5021677,7.0,0.8789389865262471
7.5300193,7.0,0.8789389865262471
7.5588303,7.0,0.8789389865262471
7.588908,7.0,0.8789389865262471
7.619516,7.0,0.8789389865262471
7.649988,7.0,0.8789389865262471
7.8859186,7.0,0.8789389865262471
8.098187,7.0,0.8789389865262471
8.319887,7.0,0.8789389865262471
8.538113,7.0,0.8789389865262471
8.754606,7.0,0.8789389865262471
8.966545,7.0,0.8789389865262471
9.058875,7.0,0.8789389865262471
9.155601,7.0,0.8789389865262471
9.272922,7.0,0.8789389865262471
9.387574,7.0,0.8789389865262471
9.543784,7.0,0.8789389865262471
9.693616,7.0,0.8789389865262471
9.876749,7.5,0.964277852660123
10.053633,8.0,1.1456806485392335
10.233975,8.5,1.456168316684355
10.390253,9.0,1.7103646822939833
10.543108,9.5,1.9987445715225807
10.69043,10.0,2.3059255761686206
10.828607,10.5,2.6033708680147534
10.960025,11.0,2.8822509848057205
11.088555,11.5,3.158501145379608
11.214505,12.0,3.4297140525030905
11.345324,12.5,3.713999877610904
11.475909,13.0,3.990728222451308
11.612914,13.5,4.27411446031706
11.752783,14.0,4.560978830999668
11.949641,14.5,5.083338220130608
11.999925,14.5,5.083338220130608
12.06959,14.5,5.083338220130608
12.152986,14.5,5.083338220130608
12.276793,14.5,5.083338220130608
12.396049,14.5,5.083338220130608
12.573367,14.5,5.083338220130608
12.746728,14.5,5.083338220130608
12.954651,14.5,5.083338220130608
13.160764,14.5,5.083338220130608
13.388612,14.5,5.083338220130608
13.61808,14.5,5.083338220130608
13.671642,14.5,5.083338220130608
13.709427,14.5,5.083338220130608
13.746574,14.5,5.083338220130608
13.786112,14.5,5.083338220130608
13.811601,14.5,5.083338220130608
13.825452,14.5,5.083338220130608
13.867365,14.5,5.083338220130608
14.03152,14.5,5.083338220130608
14.054231,14.5,5.083338220130608
14.085481,14.5,5.083338220130608
14.128822,14.5,5.083338220130608
14.171238,14.5,5.083338220130608
14.214325,14.5,5.083338220130608
14.254645,15.0,6.364736700856003
14.292,15.5,7.713203731147328
14.330359,16.0,9.10191269237789
14.561291,16.5,9.16329326879702
14.776626,16.5,9.16329326879702
14.988528,16.5,9.16329326879702
15.190075,16.5,9.16329326879702
15.378706,16.5,9.16329326879702
15.552262,16.5,9.16329326879702
15.720786,16.5,9.16329326879702
15.881648,16.5,9.16329326879702
16.040466,16.5,9.16329326879702
16.206993,16.5,9.16329326879702
16.387745,16.5,9.16329326879702
16.562963,16.5,9.16329326879702
16.745735,16.5,9.16329326879702
16.921955,16.5,9.16329326879702
17.097788,16.5,9.16329326879702
17.269714,16.5,9.16329326879702
17.442436,16.5,9.16329326879702
17.61358,16.5,9.16329326879702
17.789919,16.5,9.16329326879702
17.965227,16.5,9.16329326879702
18.078285,16.5,9.16329326879702
18.196896,16.5,9.16329326879702
18.3106,17.0,9.267339716993373
18.452717,17.0,9.267339716993373
18.553917,17.5,9.551215838484993
18.725256,17.5,9.551215838484993
18.787626,17.5,9.551215838484993
18.96826,17.5,9.551215838484993
19.02883,17.5,9.551215838484993
19.147192,17.5,9.551215838484993
19.202177,17.5,9.551215838484993
19.328133,17.5,9.551215838484993
19.364628,17.5,9.551215838484993
19.405254,17.5,9.551215838484993
19.436693,17.5,9.551215838484993
19.456404,17.5,9.551215838484993
19.46005,17.5,9.551215838484993
19.484135,17.5,9.551215838484993
19.528826,17.5,9.551215838484993
19.574722,17.5,9.551215838484993
19.624966,17.5,9.551215838484993
19.674627,17.5,9.551215838484993
19.729568,17.5,9.551215838484993
19.78475,17.5,9.551215838484993
19.9608,17.5,9.551215838484993
20.351915,17.5,9.551215838484993
