lb,ub,Qsg,Tout,Tair_true,u_true
22.0,24.0,210.3818852,30.799999999999997,23.2387859110892,-585.1925
22.0,24.0,99.0802946,30.5,23.234070191089728,-587.7608
22.0,24.0,68.52895732,30.099999999999994,23.190495423596253,-576.8557
22.0,24.0,65.84630334,29.700000000000003,23.16120511265587,-578.6172
22.0,24.0,101.99286829999998,29.099999999999994,23.1165475208447,-571.60956
22.0,24.0,63.25468670000001,28.5,23.09190448103558,-483.03467
22.0,24.0,36.715095229999996,28.5,22.981175313318822,-447.70587
22.0,24.0,41.92723738,27.0,22.968807235709406,-413.56244
22.0,24.0,24.01378851,26.400000000000006,22.969066505101388,-377.1715
22.0,24.0,10.318580829999998,25.700000000000003,22.969980926887327,-346.5876
15.0,28.0,0.0,25.299999999999997,22.962930759639196,-334.5974
15.0,28.0,0.0,25.0,22.928669233773228,-363.35864
15.0,28.0,0.0,24.700000000000003,22.832641200021197,-1164.6328
15.0,28.0,0.0,24.5,21.5519108415913,-615.89014
15.0,28.0,0.0,24.299999999999997,22.08785580431673,-953.99976
15.0,28.0,0.0,24.099999999999994,21.557080859566973,-523.0951
15.0,28.0,0.0,23.9,22.036990621702117,-713.44867
15.0,28.0,0.0,23.799999999999997,21.747316253557777,-404.03906
15.0,28.0,0.0,23.6,22.110353971445882,-459.76645
15.0,28.0,0.0,23.5,22.035198421690374,-434.3981
15.0,28.0,0.0,23.299999999999997,22.028949957266384,-430.03238
15.0,28.0,0.0,23.200000000000003,22.002898813051196,-415.28915
15.0,28.0,0.0,23.0,21.992191885669914,-411.16745
15.0,28.0,0.0,22.9,21.969750257130578,-387.3826
15.0,28.0,0.0,22.700000000000003,21.977323440939077,-386.86838
15.0,28.0,0.0,22.599999999999994,21.95647631256149,-368.38504
15.0,28.0,0.0,22.400000000000006,21.96041212868005,-368.88193
15.0,28.0,0.0,22.200000000000003,21.940874656842247,-376.27063
15.0,28.0,0.979739295,22.299999999999997,21.907966901973907,-365.0115
15.0,28.0,4.927197562,22.400000000000006,21.902565157780813,294.94614
22.0,24.0,60.27489323,22.599999999999994,22.891441369427437,240.40671
22.0,24.0,62.5695912,22.9,23.009185593149418,171.25482
22.0,24.0,117.16482190000002,23.4,22.99512262558798,121.39102
22.0,24.0,212.139881,24.0,22.999605620951034,-31.706177
22.0,24.0,180.69438610000003,24.700000000000003,23.06166824396582,-88.45584
22.0,24.0,315.444495,25.400000000000006,23.059699897009516,-178.4028
22.0,24.0,227.197739,25.900000000000006,23.03185573115936,-206.53384
22.0,24.0,294.5525038,26.400000000000006,23.047178955860325,-273.1638
22.0,24.0,336.1900679,26.799999999999997,23.028723174583938,-326.47754
22.0,24.0,341.51930550000003,27.299999999999997,23.02288289605299,-374.45282
22.0,24.0,321.0267,27.400000000000006,23.016555231241334,-400.43152
22.0,24.0,327.9862713,27.599999999999994,23.028370559728437,-437.80237
22.0,24.0,451.4518511,27.599999999999994,23.022314681090734,-492.59
22.0,24.0,605.6613317,27.700000000000003,23.01349596564338,-504.9506
22.0,24.0,634.7880758,27.700000000000003,23.091638386985924,-519.7551
22.0,24.0,487.30246270000004,27.700000000000003,23.165842705417667,-550.9237
22.0,24.0,537.9106984,27.799999999999997,23.164287654646415,-554.97217
22.0,24.0,391.7005937,27.900000000000006,23.212702770674873,-578.3289
22.0,24.0,401.1526563,27.900000000000006,23.190254176325897,-577.7706
22.0,24.0,191.51993819999998,27.900000000000006,23.204816826007992,-585.2631
22.0,24.0,214.38608119999998,27.599999999999994,23.151785617593276,-574.73193
22.0,24.0,84.17723463,27.400000000000006,23.138627695530065,-566.37756
22.0,24.0,110.7011679,27.099999999999994,23.09038690678732,-549.75574
22.0,24.0,53.955,26.700000000000003,23.06948019141464,-450.53314
22.0,24.0,51.46337775,26.700000000000003,22.964316853604306,-414.6479
22.0,24.0,17.49,25.5,22.952822594226674,-358.64404
22.0,24.0,41.70636963,24.700000000000003,22.975216324709073,-334.48593
22.0,24.0,14.47214165,23.799999999999997,22.96624699173489,-305.08362
15.0,28.0,0.0,23.299999999999997,22.952598137374373,-288.93463
15.0,28.0,0.0,22.799999999999997,22.918992468086486,-1118.6527
15.0,28.0,0.0,22.299999999999997,21.599697702734666,-701.3898
15.0,28.0,0.0,21.89999999999999,21.92353217172861,-830.7261
15.0,28.0,0.0,21.6,21.660067032798633,-580.98364
15.0,28.0,0.0,21.299999999999997,21.89574592382851,-585.7503
15.0,28.0,0.0,21.200000000000003,21.838240651224076,-534.2699
15.0,28.0,0.0,21.0,21.83745823060161,-404.83722
15.0,28.0,0.0,21.0,21.97203909095368,-421.91788
15.0,28.0,0.0,20.9,21.919846262339597,-401.3821
15.0,28.0,0.0,20.9,21.90437652880207,-395.1478
15.0,28.0,0.0,20.9,21.87646760993495,-381.55862
15.0,28.0,0.0,21.0,21.86163824111865,-376.27896
15.0,28.0,0.0,21.0,21.840155603737472,-359.09247
15.0,28.0,0.0,21.0,21.83890323732554,-357.57062
15.0,28.0,0.0,21.0,21.820058032776988,-351.1629
15.0,28.0,0.0,20.9,21.80834510959246,-349.6842
15.0,28.0,0.0,20.799999999999997,21.791567465124782,-347.56613
15.0,28.0,1.952511809,20.9,21.7758300484818,-345.57935
15.0,28.0,11.75818596,20.9,21.762259212805603,453.7416
22.0,24.0,23.182710629999995,21.0,22.965767774633477,324.1388
22.0,24.0,19.715421,21.200000000000003,23.001798503560224,269.9553
22.0,24.0,35.22510857,21.4,23.00018582543247,225.39856
22.0,24.0,22.77,21.6,23.002604277451194,84.777405
22.0,24.0,34.55617749,22.1,23.043420808554785,49.41565
22.0,24.0,109.58067240000001,22.5,23.052695391384407,-6.1213074
22.0,24.0,164.36925559999997,22.9,23.042371443418624,-55.251343
22.0,24.0,211.99234469999996,23.4,23.0406457549865,-118.35947
22.0,24.0,170.1194591,23.9,23.020222087185637,-144.52301
22.0,24.0,133.06357350000002,24.299999999999997,23.02959643151344,-172.1059
22.0,24.0,77.21293774,24.799999999999997,23.028825406719093,-183.79959
22.0,24.0,84.14221625,25.200000000000003,23.035225662808408,-207.7167
22.0,24.0,113.60161570000001,25.700000000000003,23.02937614118545,-228.17305
22.0,24.0,115.5256482,26.099999999999994,23.03349907307267,-253.65662
22.0,24.0,137.0232896,26.400000000000006,23.027890838096564,-274.1803
22.0,24.0,249.85767,26.599999999999994,23.03147651255405,-326.2743
22.0,24.0,194.6273186,26.700000000000003,23.014418966606936,-338.03397
22.0,24.0,93.48211703,26.900000000000006,23.023897311769353,-350.89728
22.0,24.0,159.86157350000002,26.700000000000003,23.0079311824269,-363.07043
22.0,24.0,58.02068709,26.5,23.0124423184524,-368.87372
22.0,24.0,64.82152772,26.0,22.99174798665753,-362.53738
22.0,24.0,64.13918055,25.599999999999994,22.99198244928872,-355.82806
22.0,24.0,42.15024061,25.099999999999994,22.992444700300215,-343.96884
22.0,24.0,65.27041803,24.5,22.99269266271694,-248.56227
22.0,24.0,98.57279462,24.5,22.92843706354548,-243.03378
22.0,24.0,38.33259121,23.299999999999997,22.92045912375551,-218.36731
22.0,24.0,23.30964024,22.799999999999997,22.92412367594197,-192.07782
22.0,24.0,9.971883672999999,22.299999999999997,22.931130827309772,-170.0275
15.0,28.0,0.0,21.89999999999999,22.931273764143462,-179.15701
15.0,28.0,0.0,21.5,22.883282932143196,-963.40344
15.0,28.0,0.0,21.200000000000003,21.649671012711597,-665.22253
15.0,28.0,0.0,20.9,21.82609735859746,-666.93494
15.0,28.0,0.0,20.700000000000003,21.748196482935413,-531.9414
15.0,28.0,0.0,20.4,21.85478098786286,-506.55298
15.0,28.0,0.0,20.099999999999994,21.837164637817082,-470.14355
15.0,28.0,0.0,19.900000000000006,21.828443758812103,-393.96634
15.0,28.0,0.0,19.700000000000003,21.888517599687106,-399.02698
15.0,28.0,0.0,19.6,21.845044407822865,-380.75836
15.0,28.0,0.0,19.39999999999999,21.82688222033601,-374.38428
15.0,28.0,0.0,19.299999999999997,21.79735185393081,-360.8086
15.0,28.0,0.0,19.200000000000003,21.779881759661883,-354.70053
15.0,28.0,0.0,19.1,21.755790986255576,-343.04953
15.0,28.0,0.0,19.1,21.741582432689835,-341.25574
15.0,28.0,0.0,19.0,21.716766578735907,-338.12286
15.0,28.0,0.0,19.0,21.694298595632656,-335.2864
15.0,28.0,0.0,18.9,21.673462382300787,-332.65594
15.0,28.0,3.232432924,19.1,21.653880591566356,-330.18384
15.0,28.0,44.62542255,19.299999999999997,21.637675737481157,581.1993
22.0,24.0,54.03224135999999,19.799999999999997,23.01858010879083,412.10846
22.0,24.0,66.37999153,20.299999999999997,23.035964986274074,327.7242
22.0,24.0,80.02211041,21.1,23.008629898844333,262.07367
22.0,24.0,207.00905219999999,21.799999999999997,22.995185094779703,95.59479
22.0,24.0,141.9060797,22.599999999999994,23.05249834170199,43.444916
22.0,24.0,306.4873251,23.4,23.061046367346293,-54.486145
22.0,24.0,318.07417950000007,24.0,23.03771961362624,-123.819214
22.0,24.0,327.6388543,24.599999999999994,23.03066210983349,-183.79257
22.0,24.0,446.75033049999996,25.0,23.029948128922946,-267.5219
22.0,24.0,503.1676656,25.400000000000006,23.01532290446476,-343.75305
22.0,24.0,298.70783819999997,25.5,23.002740669923497,-344.01654
22.0,24.0,352.5795399,25.599999999999994,23.030107156100556,-392.1953
22.0,24.0,581.1323034,25.5,23.015478252812777,-467.43436
22.0,24.0,451.9809642,25.299999999999997,23.00413134909089,-492.26462
22.0,24.0,490.5673165,25.099999999999994,23.001222315328512,-500.88934
22.0,24.0,351.9272132,24.900000000000006,23.03530695512586,-508.20773
22.0,24.0,108.55218870000002,24.599999999999994,23.02884889095694,-479.03586
22.0,24.0,344.8549353,24.400000000000006,23.011991235235858,-502.9305
22.0,24.0,385.5363598,24.099999999999994,23.000006930492052,-503.05426
22.0,24.0,259.7965421,23.9,23.01393337983309,-505.99176
22.0,24.0,263.4941054,23.6,22.986329914954815,-495.20535
22.0,24.0,72.745261,23.4,22.983199878558306,-441.68054
22.0,24.0,37.3601828,23.10000000000001,22.9957154377565,-398.90714
22.0,24.0,109.45310829999998,22.799999999999997,23.00568329041376,-288.58502
22.0,24.0,78.39686318,22.799999999999997,22.94978074177674,-259.51556
22.0,24.0,11.88,21.799999999999997,22.946115122320457,-224.51375
22.0,24.0,35.15049651999999,21.200000000000003,22.9423253163032,-195.70438
22.0,24.0,18.1650016,20.5,22.942631496554114,-163.29773
15.0,28.0,0.0,20.200000000000003,22.944352317268162,-168.58807
15.0,28.0,0.0,19.799999999999997,22.889238741443883,-943.3569
15.0,28.0,0.0,19.5,21.658303774977433,-679.36017
15.0,28.0,0.0,19.200000000000003,21.774094782592147,-616.61774
15.0,28.0,0.0,18.799999999999997,21.774625775628703,-523.91925
15.0,28.0,0.0,18.5,21.821055645729192,-458.1802
15.0,28.0,0.0,18.200000000000003,21.847894448316215,-430.4504
15.0,28.0,0.0,17.9,21.826663213225526,-388.29248
15.0,28.0,0.0,17.700000000000003,21.828039447950466,-383.20682
15.0,28.0,0.0,17.400000000000006,21.783498740229035,-365.02896
15.0,28.0,0.0,17.200000000000003,21.756003244466303,-356.5333
15.0,28.0,0.0,16.89999999999999,21.71969903453391,-338.49307
15.0,28.0,0.0,16.799999999999997,21.699142996813684,-335.898
15.0,28.0,0.0,16.6,21.660955932164423,-331.07706
15.0,28.0,0.0,16.5,21.62596798883955,-326.66
15.0,28.0,0.0,16.4,21.592913272663903,-322.487
15.0,28.0,0.0,16.299999999999997,21.561944549517097,-318.57736
15.0,28.0,0.0,16.299999999999997,21.532864721635043,-314.9062
15.0,28.0,1.815,16.6,21.506039745431234,-311.51965
15.0,28.0,51.32245552999999,16.799999999999997,21.48356833623948,700.1714
22.0,24.0,21.78,17.299999999999997,23.012653208540414,523.53845
22.0,24.0,76.59422603,17.700000000000003,23.03369068930964,438.88297
22.0,24.0,46.76875322,18.6,23.017965665223606,383.30396
22.0,24.0,63.71236198,19.39999999999999,23.017525905787533,216.83237
22.0,24.0,46.29248203,20.299999999999997,23.047484114664798,163.23209
22.0,24.0,50.47588998,21.200000000000003,23.044849074980263,103.59454
22.0,24.0,143.8158996,21.799999999999997,23.0263181616538,57.445953
22.0,24.0,260.79521969999996,22.400000000000006,23.044445194094216,-33.49579
22.0,24.0,408.0815956,22.9,23.01709480133327,-117.829865
22.0,24.0,552.201691,23.4,23.01246832091688,-218.84885
22.0,24.0,440.2089344,23.9,22.999262630714853,-259.97662
22.0,24.0,195.4759976,24.299999999999997,23.016903537260017,-257.10724
22.0,24.0,170.249954,24.599999999999994,23.03669973187771,-272.00348
22.0,24.0,294.90733639999996,24.900000000000006,23.040247603545815,-322.54865
22.0,24.0,301.52522610000005,25.0,23.022430633499404,-350.36642
22.0,24.0,318.39124689999994,25.200000000000003,23.02126358597083,-386.63397
22.0,24.0,375.6869406,25.099999999999994,23.00790957084369,-421.49805
22.0,24.0,348.7109186,25.099999999999994,23.00231012535327,-462.96417
22.0,24.0,324.59159239999997,25.0,22.968183500037856,-470.3712
22.0,24.0,137.9709001,24.799999999999997,22.969644799928105,-435.127
22.0,24.0,58.08683443,24.5,22.986532322929953,-400.9245
22.0,24.0,98.72737841,24.200000000000003,22.998472161494334,-388.39172
22.0,24.0,102.4228561,23.700000000000003,22.99830101639681,-369.46866
22.0,24.0,75.03984949,23.200000000000003,23.00469597650691,-260.54358
22.0,24.0,79.35394587,23.200000000000003,22.943394840806747,-242.64482
22.0,24.0,32.23266518,21.89999999999999,22.934790842817506,-211.05754
22.0,24.0,17.19590385,21.1,22.937082561748078,-174.95291
22.0,24.0,6.547238012,20.299999999999997,22.94612069430994,-145.95627
15.0,28.0,0.0,19.900000000000006,22.944912987268612,-157.08624
15.0,28.0,0.0,19.6,22.883377994426922,-930.52234
15.0,28.0,0.0,19.299999999999997,21.655108584197826,-662.4494
15.0,28.0,0.0,19.0,21.779072317887575,-602.8203
15.0,28.0,0.0,18.799999999999997,21.77788334776962,-513.88135
15.0,28.0,0.0,18.5,21.821012107574454,-448.14984
15.0,28.0,0.0,18.299999999999997,21.849898802072996,-429.13077
15.0,28.0,0.0,18.10000000000001,21.818422430710584,-385.9747
15.0,28.0,0.0,17.9,21.822381277579307,-381.55243
15.0,28.0,0.0,17.700000000000003,21.77953653731021,-363.76965
15.0,28.0,0.0,17.599999999999994,21.754319154886176,-355.83365
15.0,28.0,0.0,17.400000000000006,21.720646247462557,-338.61267
15.0,28.0,0.0,17.200000000000003,21.7028464669434,-336.36554
15.0,28.0,0.0,17.1,21.667511239637804,-331.90463
15.0,28.0,0.0,16.89999999999999,21.635385888991134,-327.84897
15.0,28.0,0.0,16.799999999999997,21.604661899985672,-323.9702
15.0,28.0,0.0,16.799999999999997,21.57559511532213,-320.30066
15.0,28.0,0.0,16.799999999999997,21.54879595110142,-316.91742
15.0,28.0,1.6499999999999997,17.599999999999994,21.524274231582623,-313.82166
15.0,28.0,51.98644777,18.5,21.506472910345472,679.2608
22.0,24.0,22.935000000000002,19.39999999999999,23.017420743750144,486.5596
22.0,24.0,117.23789679999999,20.200000000000003,23.02244882001053,388.7519
22.0,24.0,62.33367967,21.6,23.006449492700067,320.73254
22.0,24.0,174.8421418,22.9,22.999523360284112,134.78442
22.0,24.0,125.4892226,23.799999999999997,23.040881493965,73.43948
22.0,24.0,300.21036939999993,24.700000000000003,23.05041096814448,-29.398315
22.0,24.0,284.1144362,25.400000000000006,23.036639116876646,-102.50079
22.0,24.0,464.36874230000006,26.0,23.032502110281456,-219.38937
22.0,24.0,473.8525762,26.5,23.001169458296285,-290.4776
22.0,24.0,595.2130752999999,27.0,23.00611416732029,-388.4193
22.0,24.0,609.3365547999999,27.400000000000006,22.993394785932885,-449.96075
22.0,24.0,649.3002932,27.799999999999997,23.0112447815377,-501.16608
22.0,24.0,648.3145781999999,28.099999999999994,23.04541292061143,-507.95343
22.0,24.0,608.4868562999999,28.400000000000006,23.134330369653153,-526.2141
22.0,24.0,614.4374283,28.599999999999994,23.195832639862104,-547.7663
22.0,24.0,545.750679,28.700000000000003,23.247447205997055,-584.451
22.0,24.0,534.6670381,28.700000000000003,23.248522856123195,-598.33545
22.0,24.0,408.7719901,28.700000000000003,23.271847000904536,-618.24506
22.0,24.0,405.6059174999999,28.5,23.249562198097177,-617.80615
22.0,24.0,211.66219359999997,28.299999999999997,23.256190006333824,-603.1433
22.0,24.0,236.7551037,27.799999999999997,23.23229629876453,-598.7234
22.0,24.0,120.5060995,27.200000000000003,23.210667489311206,-596.9202
22.0,24.0,158.1643213,26.5,23.1496158314267,-582.82587
22.0,24.0,74.22217567,25.700000000000003,23.119871289871362,-499.68155
22.0,24.0,93.98161718,25.700000000000003,22.97429311584039,-453.92596
22.0,24.0,20.295,23.0,22.964070973288287,-367.8651
22.0,24.0,12.87,21.700000000000003,23.004750757201386,-326.7811
22.0,24.0,28.21681742,20.4,22.989296952900702,-286.72437
15.0,28.0,0.0,19.799999999999997,22.971906964057787,-262.10358
15.0,28.0,0.0,19.1,22.92628286249501,-1090.6766
15.0,28.0,0.0,18.6,21.585290485558684,-719.3716
15.0,28.0,0.0,18.10000000000001,21.815870715224214,-745.9882
15.0,28.0,0.0,17.700000000000003,21.672112176771115,-535.95526
15.0,28.0,0.0,17.299999999999997,21.849090528926418,-467.268
15.0,28.0,0.0,17.1,21.880111380265507,-433.46976
15.0,28.0,0.0,16.89999999999999,21.855661635758505,-395.77652
15.0,28.0,0.0,16.700000000000003,21.839459411592088,-386.8644
15.0,28.0,0.0,16.6,21.78872890016408,-366.91446
15.0,28.0,0.0,16.5,21.755410860131875,-356.64963
15.0,28.0,0.0,16.4,21.715114521192945,-337.9143
15.0,28.0,0.0,16.5,21.69107956503546,-334.88004
15.0,28.0,0.0,16.5,21.65100103328249,-329.82028
15.0,28.0,0.0,16.6,21.615746682118793,-325.3696
15.0,28.0,0.0,16.700000000000003,21.583901976066706,-321.34937
15.0,28.0,0.0,16.89999999999999,21.55549563463369,-317.7632
15.0,28.0,0.0,17.1,21.53074046305956,-314.638
15.0,28.0,1.6499999999999997,17.799999999999997,21.50954565065822,-311.96225
15.0,28.0,47.9204044,18.4,21.49467189500807,688.136
22.0,24.0,21.12,19.200000000000003,23.016596509284938,494.90326
22.0,24.0,121.17500530000001,19.900000000000006,23.02255639865755,396.9416
22.0,24.0,93.97161773,20.799999999999997,23.007525872151795,326.35278
22.0,24.0,210.50522030000002,21.700000000000003,23.002204249072626,138.59872
22.0,24.0,193.00976469999998,22.5,23.041695823239735,74.51813
22.0,24.0,317.4505488,23.4,23.054272278213745,-23.954437
22.0,24.0,313.0485176000001,24.099999999999994,23.037894451042682,-95.15762
22.0,24.0,437.4032824,24.799999999999997,23.034416081894996,-196.38916
22.0,24.0,454.42602850000003,25.299999999999997,23.009792161274873,-264.12888
22.0,24.0,550.7665366,25.799999999999997,23.012525020964116,-355.13855
22.0,24.0,561.2404387999999,26.099999999999994,22.995694710940334,-411.0687
22.0,24.0,601.9735836,26.5,23.0091783064162,-482.05576
22.0,24.0,595.137809,26.700000000000003,23.002122357868664,-500.39276
22.0,24.0,616.8672082,27.0,23.054153356437233,-512.8295
22.0,24.0,612.4714124,27.099999999999994,23.122180282526216,-525.26587
22.0,24.0,548.9316341,27.200000000000003,23.183487422961562,-551.30725
22.0,24.0,538.8943289,27.200000000000003,23.200313909977197,-566.1276
22.0,24.0,412.9517771000001,27.099999999999994,23.22395063559852,-582.4112
22.0,24.0,407.79907260000004,27.0,23.20649938574125,-581.49347
22.0,24.0,203.5751525,26.799999999999997,23.213937754483204,-587.0309
22.0,24.0,224.5513426,26.5,23.156600094223595,-574.9286
22.0,24.0,92.12296481,26.200000000000003,23.138199420608505,-561.0613
22.0,24.0,135.7639429,25.700000000000003,23.090288153297806,-544.17316
22.0,24.0,48.51,25.200000000000003,23.06715176224717,-426.81824
22.0,24.0,77.56918065,25.200000000000003,22.976355034486225,-396.9007
22.0,24.0,20.955,23.299999999999997,22.958092721544283,-332.48672
22.0,24.0,22.97215355,22.200000000000003,22.980517492319052,-297.67725
22.0,24.0,24.38630373,21.1,22.969664417828405,-262.82904
15.0,28.0,0.0,20.700000000000003,22.95616717184007,-245.93736
15.0,28.0,0.0,20.4,22.91253929201011,-1065.1194
15.0,28.0,0.0,20.099999999999994,21.599784205859244,-700.073
15.0,28.0,0.0,19.799999999999997,21.840068632706462,-739.8994
15.0,28.0,0.0,19.700000000000003,21.693029921147954,-553.24677
15.0,28.0,0.0,19.6,21.84905797555422,-509.60178
15.0,28.0,0.0,19.5,21.852808454148853,-474.0017
15.0,28.0,0.0,19.39999999999999,21.83821629549262,-396.8356
15.0,28.0,0.0,19.299999999999997,21.893564439560304,-400.62012
15.0,28.0,0.0,19.200000000000003,21.847213287612295,-381.61386
15.0,28.0,0.0,19.1,21.826269940795854,-374.41272
15.0,28.0,0.0,18.9,21.794971132369504,-360.40405
15.0,28.0,0.0,18.9,21.775266173784154,-353.15015
15.0,28.0,0.0,18.799999999999997,21.75048794373029,-342.38004
15.0,28.0,0.0,18.799999999999997,21.733232099407715,-340.20157
15.0,28.0,0.0,18.700000000000003,21.707026237572222,-336.89322
15.0,28.0,0.0,18.799999999999997,21.683193934406482,-333.8845
15.0,28.0,0.0,18.799999999999997,21.661639013421343,-331.1633
15.0,28.0,1.858298905,19.1,21.642139443010933,-328.70157
15.0,28.0,21.31762005,19.39999999999999,21.62635757250188,581.1604
22.0,24.0,40.27136313,19.700000000000003,23.00020988848225,425.70847
22.0,24.0,35.24573778,20.099999999999994,23.03611697384186,346.02637
22.0,24.0,18.74274908,20.5,23.01204046728369,292.82684
22.0,24.0,28.69913555,20.799999999999997,23.003449900107718,143.5864
22.0,24.0,47.22375537,21.5,23.042281868108006,94.56378
22.0,24.0,41.58,22.200000000000003,23.04263036943162,47.08069
22.0,24.0,44.54726651,22.799999999999997,23.032394036015965,11.837433
22.0,24.0,55.44,23.5,23.035065037602788,-37.01837
22.0,24.0,65.32269249,23.700000000000003,23.01777378930548,-70.7229
22.0,24.0,145.7291669,24.0,23.015725186499793,-118.000824
22.0,24.0,297.8913481,24.099999999999994,23.010285926560506,-171.70999
22.0,24.0,401.65821850000003,24.299999999999997,23.021921923040246,-244.59888
22.0,24.0,292.335677,24.299999999999997,23.012928183743373,-264.34677
22.0,24.0,257.87493259999997,24.299999999999997,23.02964742028375,-291.06213
22.0,24.0,216.6320199,24.299999999999997,23.030073629096734,-301.91467
22.0,24.0,358.7670858,24.299999999999997,23.037378271774003,-360.4959
22.0,24.0,520.6810686000001,24.299999999999997,23.011541765368797,-435.1094
22.0,24.0,411.8236767,24.299999999999997,22.98119396558835,-461.17703
22.0,24.0,410.6421896,24.299999999999997,22.968040865165296,-482.77515
22.0,24.0,208.10024700000002,24.200000000000003,22.96455110079008,-448.28812
22.0,24.0,270.3794917,24.099999999999994,22.98613359835288,-455.16345
22.0,24.0,85.61703422,24.0,22.983450017208966,-413.806
22.0,24.0,120.23855859999999,23.799999999999997,22.994548453101537,-397.2182
22.0,24.0,54.12,23.6,22.99846585311552,-273.0694
22.0,24.0,53.11269823,23.6,22.949283635437546,-252.1657
22.0,24.0,22.44,23.0,22.940331682536172,-229.28568
22.0,24.0,12.21,22.9,22.932467540430096,-203.31131
22.0,24.0,22.70571915,22.799999999999997,22.932432386971357,-188.36118
15.0,28.0,0.0,22.799999999999997,22.925384354832897,-192.58112
15.0,28.0,0.0,22.799999999999997,22.88527990309922,-989.79974
15.0,28.0,0.0,22.700000000000003,21.638492713904718,-655.75543
15.0,28.0,0.0,22.5,21.87362632673279,-706.93677
15.0,28.0,0.0,22.299999999999997,21.738019673512994,-576.3181
15.0,28.0,0.0,22.1,21.835546353408397,-543.8973
15.0,28.0,0.0,21.89999999999999,21.831202414244824,-516.3836
15.0,28.0,0.0,21.700000000000003,21.815457478931133,-396.7593
15.0,28.0,0.0,21.4,21.944604303177417,-413.8751
15.0,28.0,0.0,21.1,21.89922802485495,-395.27924
15.0,28.0,0.0,20.60000000000001,21.88670753274907,-390.31082
15.0,28.0,0.0,20.200000000000003,21.858617059145093,-377.0174
15.0,28.0,0.0,20.0,21.841121038514,-371.2384
15.0,28.0,0.0,19.799999999999997,21.81544146290509,-352.9898
15.0,28.0,0.0,20.0,21.809262139140667,-349.8
15.0,28.0,0.0,20.099999999999994,21.787432636412362,-347.04413
15.0,28.0,0.0,20.200000000000003,21.76644430467253,-344.39444
15.0,28.0,0.0,20.299999999999997,21.748070843038338,-342.0749
15.0,28.0,1.6499999999999997,20.60000000000001,21.731970144968955,-340.04227
15.0,28.0,32.30455788,21.0,21.719461326221836,505.4594
22.0,24.0,47.66469985,21.4,23.002659496942044,352.5879
22.0,24.0,59.78632334,21.89999999999999,23.029332983913825,265.3606
22.0,24.0,36.14730422,22.5,22.995812462953708,217.25894
22.0,24.0,74.05074072,23.0,22.994004990555247,71.03354
22.0,24.0,90.06258050000001,23.700000000000003,23.048616838497676,22.726257
22.0,24.0,94.10336189,24.400000000000006,23.059982778198815,-38.521088
22.0,24.0,314.558853,24.900000000000006,23.040593106285698,-125.5466
22.0,24.0,407.2703357,25.5,23.03031120810995,-214.97192
22.0,24.0,440.2829333000001,26.0,23.01322796314148,-285.094
22.0,24.0,561.2898409,26.400000000000006,23.0118963952252,-378.24063
22.0,24.0,582.3684812999999,26.799999999999997,22.9951349189591,-434.87463
22.0,24.0,556.7080821000001,27.099999999999994,23.01241542825702,-494.70847
22.0,24.0,625.6002546,27.299999999999997,23.007932537552502,-501.12625
22.0,24.0,651.1913945,27.5,23.090891240138625,-519.7014
22.0,24.0,334.31490319999995,27.599999999999994,23.162019820138283,-540.2599
22.0,24.0,239.41052200000001,27.700000000000003,23.132302232763024,-544.5978
22.0,24.0,485.5288949,27.700000000000003,23.108464448689485,-543.0504
22.0,24.0,416.20615330000004,27.700000000000003,23.16864749948213,-566.2792
22.0,24.0,403.8028615,27.5,23.161835187816955,-568.1453
22.0,24.0,233.87075589999995,27.299999999999997,23.175466487654255,-576.42975
22.0,24.0,267.38593430000003,27.0,23.132548419271608,-568.5869
22.0,24.0,128.53808030000002,26.799999999999997,23.12687886911556,-561.7783
22.0,24.0,103.4836592,26.400000000000006,23.083454172290974,-540.2882
22.0,24.0,55.44,26.0,23.061993505285315,-434.70444
22.0,24.0,41.91,26.0,22.96459439297002,-393.559
22.0,24.0,27.39,24.599999999999994,22.95749654035708,-341.822
22.0,24.0,14.355,23.700000000000003,22.975453166248403,-311.45123
22.0,24.0,27.67968997,22.700000000000003,22.963814597285094,-283.2902
15.0,28.0,0.0,22.5,22.95073409790477,-268.00363
15.0,28.0,0.0,22.200000000000003,22.91339633019668,-1096.8917
15.0,28.0,0.0,22.1,21.595157555663654,-686.85614
15.0,28.0,0.0,22.0,21.911013585195064,-798.3349
15.0,28.0,0.0,21.89999999999999,21.678135090291168,-579.7982
15.0,28.0,0.0,21.799999999999997,21.87792768943801,-569.4735
15.0,28.0,0.0,21.700000000000003,21.844445526272093,-532.229
15.0,28.0,0.0,21.5,21.831840750660746,-402.98923
15.0,28.0,0.0,21.4,21.969622493122007,-421.06683
15.0,28.0,0.0,21.299999999999997,21.92017572560601,-401.21555
15.0,28.0,0.0,21.1,21.907227836549215,-395.82117
15.0,28.0,0.0,20.799999999999997,21.880218625213985,-382.66702
15.0,28.0,0.0,20.60000000000001,21.864411137033436,-377.28897
15.0,28.0,0.0,20.5,21.84020030908845,-359.25372
15.0,28.0,0.0,20.299999999999997,21.83609322693402,-356.49005
15.0,28.0,0.0,20.099999999999994,21.814052566463314,-350.4048
15.0,28.0,0.0,20.099999999999994,21.79566786633791,-348.0838
15.0,28.0,0.0,20.0,21.773981741810985,-345.346
15.0,28.0,1.98,20.60000000000001,21.753922898191266,-342.8137
